weight,B2,BNPL1,EF1,EF3_f,EF7,B0_a,B0_b,B0_c,ppagecat,ppgender,ppinc7,educ_4cat,BNPL1_bin,B0_a_r,B0_b_r,B0_c_r,B2_r,EF1_r,EF3_f_r,EF7_r,VULN_PCA1
0.6778,Just getting by,No,No,No,Under $100,Very well,Somewhat,Completely,65-74,Female,"$25,000 to $49,999",High school degree or GED,0,1,2,4,2,1,0,4,1.3691077145985808
1.6361,Just getting by,No,No,No,Under $100,Very little,Very well,Somewhat,55-64,Male,"$150,000 or more",Some college/technical or associates degree,0,3,3,2,2,1,0,4,0.8736231036107145
0.6752,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,45-54,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0342,Living comfortably,No,No,No,Under $100,Not at all,Not at all,Not at all,45-54,Female,"$50,000 to $74,999",High school degree or GED,0,4,0,0,0,1,0,4,-0.5559273556018848
0.7471,Doing okay,No,No,No,"$2,000 or more",Not at all,Not at all,Very little,75+,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,4,0,1,1,1,0,0,-0.6799227932131278
0.8333,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Completely,Somewhat,65-74,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,3,4,2,0,0,0,0,-0.3228214614124826
0.7663,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,4,0,0,1,0,0,0,-1.2079879651626448
0.8026,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very little,55-64,Female,"$75,000 to $99,999",High school degree or GED,0,3,2,1,1,0,0,0,-0.5637350192011992
1.1588,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very well,Very little,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,3,3,1,1,0,0,0,-0.4051307630141941
0.8514,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Completely,55-64,Female,"$100,000 to $149,999",Bachelor's degree or more,0,2,1,4,1,0,0,0,-0.0792259432050608
0.6324,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.8969,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very well,75+,Female,"$50,000 to $74,999",High school degree or GED,0,3,2,3,0,0,0,0,-0.48199552448863875
0.4754,Doing okay,No,Yes,No,"$1,000 to $1,999",Not at all,Very little,Somewhat,65-74,Male,"$50,000 to $74,999",Bachelor's degree or more,0,4,1,2,1,0,0,1,-0.6042249876818708
0.5821,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,45-54,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.3401,Just getting by,Yes,No,No,Under $100,Completely,Completely,Completely,55-64,Female,"$150,000 or more",Some college/technical or associates degree,1,0,4,4,2,1,0,4,1.8553262112621725
0.7743,Just getting by,No,No,No,Under $100,Somewhat,Completely,Completely,75+,Female,"$75,000 to $99,999",Bachelor's degree or more,0,2,4,4,2,1,0,4,1.5173062426830088
0.6324,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.2756,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Not at all,Very little,55-64,Female,"$150,000 or more",High school degree or GED,0,2,0,1,0,0,0,0,-0.9462629511687747
1.2184,Just getting by,No,No,No,$100 to $499,Very well,Very well,Very well,55-64,Female,"$100,000 to $149,999",High school degree or GED,0,1,3,3,2,1,0,3,1.240587698789671
1.0585,Doing okay,No,Yes,No,"$1,000 to $1,999",Not at all,Not at all,Not at all,65-74,Male,"$100,000 to $149,999",High school degree or GED,0,4,0,0,1,0,0,1,-1.0788981424645836
0.7076,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Very well,35-44,Female,"Less than $10,000",High school degree or GED,0,3,1,3,1,0,0,0,-0.40627037679249645
1.0509,Finding it difficult to get by,No,No,No,Under $100,Completely,Completely,Completely,55-64,Female,"$10,000 to $24,999",Less than a high school degree,0,0,4,4,3,1,0,4,2.08965561514532
0.9856,Doing okay,No,No,No,$100 to $499,Very well,Very well,Very well,45-54,Female,"$75,000 to $99,999",High school degree or GED,0,1,3,3,1,1,0,3,1.0062582949065235
0.9365,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.5217,Doing okay,No,No,No,$100 to $499,Completely,Completely,Somewhat,65-74,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,0,4,2,1,1,0,3,1.1758380860852564
0.652,Just getting by,No,No,No,$100 to $499,Somewhat,Very well,Completely,75+,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,2,3,4,2,1,0,3,1.229612163797943
0.6881,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,55-64,Male,"$10,000 to $24,999",High school degree or GED,0,3,1,2,1,0,0,0,-0.5643048260903503
0.7639,Just getting by,No,No,No,$100 to $499,Very well,Very well,Very well,55-64,Male,"$25,000 to $49,999",High school degree or GED,0,1,3,3,2,1,0,3,1.240587698789671
1.0543,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Very little,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,4,1,1,0,0,0,0,-1.1256786635609333
0.8514,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Not at all,75+,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,0,0,0,0,0,0,-1.2733073847562104
0.9236,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,2,2,2,1,0,0,0,-0.23669058561376344
1.2261,Just getting by,No,No,No,Under $100,Completely,Completely,Completely,25-34,Female,"$50,000 to $74,999",High school degree or GED,0,0,4,4,2,1,0,4,1.8553262112621725
0.9365,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.3234,Doing okay,No,No,No,$100 to $499,Somewhat,Somewhat,Somewhat,75+,Male,"$10,000 to $24,999",Bachelor's degree or more,0,2,2,2,1,1,0,3,0.5206096051320828
0.6932,Doing okay,No,Yes,No,"$1,000 to $1,999",Very little,Somewhat,Somewhat,18-24,Male,"$25,000 to $49,999",Bachelor's degree or more,0,3,2,2,1,0,0,1,-0.27661074720528417
0.5524,Just getting by,No,Yes,No,"$1,000 to $1,999",Very well,Very well,Very well,55-64,Female,"$75,000 to $99,999",High school degree or GED,0,1,3,3,2,0,0,1,0.6123773307418856
0.6936,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,1,0,0,0,-1.2079879651626448
1.0696,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
1.3603,Finding it difficult to get by,No,No,No,Under $100,Very well,Completely,Very well,35-44,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,1,4,3,3,1,0,4,1.7626111815578842
0.7856,Just getting by,No,No,No,"$2,000 or more",Completely,Completely,Completely,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,0,4,4,2,1,0,0,1.3389669204699282
0.5461,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,75+,Male,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
1.561,Finding it difficult to get by,Yes,No,Yes,Under $100,Very well,Completely,Not at all,45-54,Female,"$100,000 to $149,999",High school degree or GED,1,1,4,0,3,1,1,4,1.662167556289949
1.0279,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Completely,65-74,Female,"$150,000 or more",Bachelor's degree or more,0,3,1,4,0,0,0,0,-0.48256533137778995
1.247,Living comfortably,No,No,No,"$2,000 or more",Not at all,Not at all,Very little,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,1,0,0,-0.914252197096275
1.1588,Doing okay,Yes,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,25-34,Female,"$100,000 to $149,999",Some college/technical or associates degree,1,4,0,0,1,0,0,0,-1.2079879651626448
0.4877,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$50,000 to $74,999",Bachelor's degree or more,0,4,0,0,1,0,0,0,-1.2079879651626448
1.0376,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Somewhat,45-54,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,4,1,2,0,0,0,0,-0.9676442142630793
0.9672,Just getting by,No,No,No,$100 to $499,Somewhat,Very well,Completely,45-54,Female,"$50,000 to $74,999",High school degree or GED,0,2,3,4,2,1,0,3,1.229612163797943
0.86,Just getting by,No,No,No,"$1,000 to $1,999",Somewhat,Completely,Completely,65-74,Male,"$25,000 to $49,999",High school degree or GED,0,2,4,4,2,1,0,1,1.1300367745888256
0.7282,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,55-64,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,2,0,0,0,0,-0.4710199894969108
1.1609,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$100,000 to $149,999",Less than a high school degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6462,Just getting by,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very well,65-74,Female,"$75,000 to $99,999",Bachelor's degree or more,0,3,2,3,2,0,0,0,-0.013336716722344056
0.7842,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,65-74,Male,"$25,000 to $49,999",High school degree or GED,0,2,2,2,1,1,0,1,0.2624299597359606
1.4578,Living comfortably,No,Yes,No,$500 to $999,Not at all,Not at all,Very little,35-44,Female,"$150,000 or more",Some college/technical or associates degree,0,4,0,1,0,0,0,2,-1.026103274351816
0.7965,Just getting by,No,No,No,$100 to $499,Very well,Very well,Completely,35-44,Female,"$25,000 to $49,999",Bachelor's degree or more,0,1,3,4,2,1,0,3,1.3986221480875247
0.8154,Doing okay,No,No,No,"$1,000 to $1,999",Not at all,Very little,Very little,65-74,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,1,1,1,1,0,1,-0.3922287143280617
0.7413,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,65-74,Female,"$50,000 to $74,999",Bachelor's degree or more,0,3,1,2,0,0,0,0,-0.7986342299734975
2.3121,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,45-54,Male,"$100,000 to $149,999",Less than a high school degree,0,2,2,2,1,0,0,0,-0.23669058561376344
1.0108,Doing okay,No,Yes,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,55-64,Male,"$50,000 to $74,999",High school degree or GED,0,2,2,2,1,0,0,1,-0.10760076291570236
1.2884,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.858,Living comfortably,No,Yes,No,"$1,000 to $1,999",Not at all,Not at all,Not at all,65-74,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,0,0,0,0,1,-1.3132275463477312
0.4877,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Very well,Very little,75+,Male,"$50,000 to $74,999",Bachelor's degree or more,0,4,3,1,1,0,0,0,-0.5741407473037758
0.8579,Just getting by,No,No,No,Under $100,Not at all,Completely,Somewhat,65-74,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,4,4,2,2,1,0,4,0.8632173755081377
1.0521,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,25-34,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,2,2,2,1,0,0,0,-0.23669058561376344
1.0543,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
0.6462,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Female,"$75,000 to $99,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6936,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.7275,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$75,000 to $99,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.3867,Just getting by,No,No,No,"$1,000 to $1,999",Very well,Very well,Somewhat,45-54,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,1,3,2,2,1,0,1,0.8243736040956948
1.0071,Doing okay,No,No,No,$500 to $999,Very well,Very well,Very well,45-54,Female,"$100,000 to $149,999",Bachelor's degree or more,0,1,3,3,1,1,0,2,0.8771684722084625
1.0294,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,18-24,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,2,1,0,0,0,-0.23669058561376344
0.4285,Doing okay,No,Yes,No,"$2,000 or more",Very well,Somewhat,Very well,45-54,Male,"$25,000 to $49,999",Bachelor's degree or more,0,1,2,3,1,0,0,0,0.09035384797367221
0.7856,Doing okay,No,No,No,$100 to $499,Somewhat,Very well,Completely,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,2,3,4,1,1,0,3,0.9952827599147956
0.7255,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,75+,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,3,1,1,0,0,0,0,-0.9566686792713515
1.5519,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,2,0,0,0,0,-1.1262484704500844
0.7967,Doing okay,No,No,No,"$2,000 or more",Somewhat,Somewhat,Very well,55-64,Female,"$50,000 to $74,999",High school degree or GED,0,2,2,3,1,1,0,0,0.2913745863357534
0.9613,Living comfortably,No,Yes,No,"$2,000 or more",Very well,Very well,Very well,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,1,3,3,0,0,0,0,0.014628700277529832
0.5601,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.8499,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,2,1,0,0,0,-0.23669058561376344
0.7631,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Very well,75+,Female,"$25,000 to $49,999",High school degree or GED,0,3,0,3,0,0,0,0,-0.7992040368626486
0.7163,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.7858,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Somewhat,55-64,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,3,2,2,1,0,0,0,-0.4057005699033453
1.0899,Doing okay,Yes,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,55-64,Female,"$150,000 or more",Some college/technical or associates degree,1,2,2,2,1,0,0,0,-0.23669058561376344
0.4916,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Female,"$10,000 to $24,999",Bachelor's degree or more,0,4,0,0,1,0,0,0,-1.2079879651626448
0.6324,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Somewhat,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,2,1,2,1,0,0,0,-0.3952948418007685
1.0505,Just getting by,No,No,No,$100 to $499,Completely,Completely,Completely,25-34,Female,"$75,000 to $99,999",Bachelor's degree or more,0,0,4,4,2,1,0,3,1.7262363885641117
0.6634,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,55-64,Female,"$75,000 to $99,999",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
0.7286,Doing okay,No,Yes,No,"$2,000 or more",Very well,Somewhat,Very well,75+,Female,"$10,000 to $24,999",Less than a high school degree,0,1,2,3,1,0,0,0,0.09035384797367221
1.1077,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,2,1,0,0,0,-0.891919066566937
0.7439,Doing okay,No,Yes,No,$500 to $999,Not at all,Not at all,Not at all,75+,Female,"$25,000 to $49,999",High school degree or GED,0,4,0,0,1,0,0,2,-0.9498083197665225
1.1754,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Very little,Very little,45-54,Female,"$150,000 or more",Some college/technical or associates degree,0,2,1,1,0,0,0,0,-0.7876586949817695
0.7373,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very little,55-64,Female,"$75,000 to $99,999",Bachelor's degree or more,0,3,2,1,1,0,0,0,-0.5637350192011992
0.9681,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very well,Very little,55-64,Female,"$150,000 or more",Some college/technical or associates degree,0,4,3,1,0,0,0,0,-0.8084701511869231
0.7856,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.7413,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Not at all,65-74,Female,"$50,000 to $74,999",Bachelor's degree or more,0,3,0,0,0,0,0,0,-1.2733073847562104
1.2157,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,2,0,0,0,0,-1.1262484704500844
1.6994,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,65-74,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,3,1,2,0,0,0,0,-0.7986342299734975
1.1147,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Female,"$50,000 to $74,999",Bachelor's degree or more,0,4,0,0,1,0,0,0,-1.2079879651626448
0.5107,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6324,Just getting by,No,No,No,$100 to $499,Very little,Somewhat,Very little,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,3,2,1,2,1,0,3,0.4278945754277945
1.4726,Doing okay,Yes,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,65-74,Female,"$25,000 to $49,999",Less than a high school degree,1,2,2,3,1,0,0,0,-0.0786561363159096
0.4666,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$75,000 to $99,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.916,Doing okay,No,No,No,"$2,000 or more",Very little,Very little,Very well,35-44,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,3,1,3,1,1,0,0,-0.03623965414083339
0.9854,Just getting by,No,No,No,$100 to $499,Completely,Completely,Completely,65-74,Male,"$50,000 to $74,999",High school degree or GED,0,0,4,4,2,1,0,3,1.7262363885641117
0.9064,Just getting by,Yes,No,No,"$1,000 to $1,999",Completely,Completely,Completely,45-54,Female,"$50,000 to $74,999",Some college/technical or associates degree,1,0,4,4,2,1,0,1,1.4680567431679894
0.5603,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very well,Very little,65-74,Female,"$25,000 to $49,999",Bachelor's degree or more,0,4,3,1,0,0,0,0,-0.8084701511869231
0.8514,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6369,Just getting by,No,Yes,No,$500 to $999,Completely,Completely,Completely,25-34,Male,"$50,000 to $74,999",Bachelor's degree or more,0,0,4,4,2,0,0,2,1.2271158432143872
